Emotion,Text
neutral,අනේ කමක් නෑ මේක ගොඩ ගන්න බෑ කියලා මම හිතනවා
boredom,ඇත්තටම නිදිමත නැහැ කම්මැලියි කියන එක තමයි හරි වචනය ආයෙත් වැඩි වැඩක් නැහැ
worry,සහ ඔවුන්ගේ පළමු හැඟීම් මාරු කරන සියලුම කාන්තාවන් ලිංගිකත්වය අඩු තර්ජනාත්මක මිනිසෙකු කෙරෙහි මාතෘත්වය ඔහු තරම්ම දුර්වලයි
hate,මම මෑතකදී බර ටොන් එකක් වැඩි කරගත්තා
neutral,අද චිකිත්සාවෙන් මහන්සි වෙලා බෙහෙත් බිව්වේ නැත්නම් උපන් දවසේ උදේට සතුටුයි මිෂු ආදරෙයි ඔයා
sadness,මොකද වෙන්නෙ පැටියෝ
neutral,එපිසෙන්ටර් වීලොක් ප්ලේස් සංචාරකයින්ට පමණයි
enthusiasm,දැන් මට කිසිම දෙයක් කරන්න බෑ
empty,ඇත්තටම ඇත්තටම කම්මැලියි මම නිදාගන්නවා කියලා මම හිතනවා
worry,ඒ කතාව පෘතුගාලයේ ජීවත් වීම මතක් කරනවා
empty,මම ඔරිජිනල් එකේ ඉන්නම්
worry,මේක බේරගන්න බැරි දෙයක් කියලා මම හිතනවා
neutral,ඇත්තටම නිදිමත නෑ කම්මැලියි කියන එක තමයි හරි වචනය ආයෙත් එච්චර වැඩක් නෑ
hate,මට නිදාගන්න ඕන ඒත් මහන්සිත් නෑ
enthusiasm,සුභ උපන්දිනයක් වේවා ඔයාට නියම දවසක් ලැබේවා කියලා බලාපොරොත්තු වෙනවා ඊළඟ රෑ ඔයාව දැක්කෙ නෑ
fun,මට නිදාගන්න ඕනේ නමුත් මට මහන්සිත් නෑ
sadness,ආව් ඉදිරියට සහ ඉහළට දැන් ඔව් තවමත් යන්න දුකයි මම ඔට්ටු අල්ලනවා
worry,රිප් ලියනාඩෝ ඔයා නියම කුඩා ෆිඩ්ලර් කකුළුවෙක්
worry,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හිතන්නේ ඒවා විශිෂ්ටයි කියලා මම හිතනවා මම හොඳ නම් විතරයි
sadness,ඡන්දය දීම නවත්තලා කෙටිකතාවක් දිනන්නේ නැතුව ඉන්න එක ගැන මට තවත් දැනෙන්න දෙන්න මම ඇඬුවා වගේ
worry,වැඩ කරන්න හිතෙන්නේ නැහැ මම හිතන්නේ මම මේක නිතර නිතර ට්වීට් කරනවා
surprise,ඔයා දියවැඩියා රෝගියෙක් ඒ වගේම මගේ තාත්තා ඇම්ප් මටත් විශ්වාස නැහැ ඔයාට තාමත් දවස පුරාම සීනි කන්න අවසර තියෙනවද කියලා
hate,මට කේක් කෑල්ල අමතක වෙලා නිසා ගෙදර එන්න
hate,ගෙදරට ආපහු යනවා මොකද මම
sadness,ආව් ඉදිරියට සහ ඉහළට දැන් ඔව් තවමත් යන්න දුකයි මම ඔට්ටු අල්ලනවා
worry,ඇත්තටම මගේ සයිස් එකේ ඒවා ඉතුරු වෙලා නැහැ
sadness,මට නිදාගන්න ඕනේ ඒත් මට මහන්සිත් නැහැ
neutral,ඒක පැය ගණනක් තිස්සේ හොඳටම ඇති
empty,ඇඳ ඒක හෙට ඉස්කෝලෙ යන්න බලාපොරොත්තු වෙනවා ඒත් දැන් මට එච්චර සනීපයක් නෑ
empty,මම දන්නවා මම කලින් නරක පුරුද්දකට ඇහුම්කන් දුන්නා කියලා මම එයාගේ කොටසට බය වෙන්න පටන් ගත්තා
neutral,මට ආතතිය ඇති කරන කිහිප දෙනෙකු සමඟ ඇත්තෙන්ම හොඳ දවසක් තිබුණා
worry,මට පීඩනකාරක කිහිපයක් එක්ක නියම දවසක් තිබුණා
relief,හහහ අනිත් අය එක්ක ගායනා කළොත් ඒක භයානක නැහැ ඒක වැඩ කරන්න පුළුවන් කියලා මට විශ්වාසයි
happiness,ඔව් මම නැගිටින්න ඕනේ
worry,මම ටැකෝසෝන් තැනට ගොඩක් පරක්කු වුණා
sadness,මගේ ට්විටර් එක ආයෙත් හැක් කරලා තියෙනවා
worry,මෙන්න මගේ ශුභවාදී දේවල් අපි හැමෝටම හොඳ වේවි කියලා අහන්න ලැබීම ගැන මට කණගාටුයි
sadness,අනේ නෑ මම ටයර් එකක් ගැහුවොත් ඔයාට ඇත්තටම බැට්මෑන් දුම් ටිකක් යවන්න වෙනවා
sadness,මුදල් ආපසු ගෙවීමක් නැත නමුත් ඔවුන් ගිණුම් ලබා ගැනීමට සතියක් වගේ කාලයක් ගත වෙනවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
worry,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකින විට මට වෛර කරනවා ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි අවසානයේ බබා දුක් විඳිනවා
sadness,පසුගිය ගිම්හානයේ ආරම්භය තිබුණු ආකාරයට දේවල් නැවත යන්න මම කැමතියි
neutral,ඒගොල්ලෝ කිව්වා මම ඒක කරන්නම් කියලා
worry,සෑම දෙයක්ම ගැන බොරු කියන්න බැහැ
worry,එයා රෑ මැද එයාගේ පරිගණකයේ ටයිප් කරන්න පටන් ගත්තම ඒක හරිම කරදරයක්
worry,ට්විටාස්කෝප් එක මගේ මේස් රොක් කරන්නේ නැහැ
neutral,මට දුකයි
worry,නෑ ඒගොල්ලෝ ඔක්කොම නිදි මොකද එයාලා නැගෙනහිර වෙරළේ ජීවත් වෙන්නේ
