cleaned_content,sentiment
is having a bbq today,enthusiasm
want to read twilight all day not work at the stupid cher function,hate
oh nevermind i think this thing is unsalvageable,neutral
was busy talking with mom and bhabhi they liked the cards bro and me made for them now waiting for sis to get back from church,love
you may be pc but i love you anyway maybe someday you too will become mac,love
it was just the handle tg,neutral
watching old skool fall out boy vids,worry
ohshnapsss is she pissed at blair as usual hahah amp yeeeah i bake cookies,fun
round and round the garden the amazing thing is that hes still talking to me,surprise
had a kickass day full of seaworld retarded year old guys and xmen origins win day,anger
that was sick i was like oh no shes gonna hit the kid which is probably the usual response i am oh so original,worry
saweee,empty
the video is private i cant see it,neutral
sitting in traffic while my car gets rained on just washed it on sunday doesnt the weather know this is california,anger
looks like another sober weekend ahead,happiness
more demon sam i need it to numb the pain xxx,anger
oh and ps since it is already i should probably say quothappy mothers dayquot to my mom and all the mothers out there,love
i always get really excited when steal my kisses by ben harper comes on the ipodgreat songlove the beatboxing in the beginning,happiness
heading to the u of utah hospital have a great day everyone,relief
loving lego indiana jones a gameresearching aracheologists dream,love
welcome home wherever that may be,happiness
studying like crazy in hopes of acing all of my exams,relief
ouch better get used to it i think to are prime marriage years,relief
lol y does ur tweet sound like ur voice yelling at me lol,anger
chinese lunch buffet add a soda noticing the health inspection score of as i walk out with my bag priceless,surprise
yep live and learn,relief
no prob skittles we always gonna have yalls backs the true sweeties dont play lol but yea we just got heated we sry,hate
that sucks to hear i hate days like that,hate
last one month due to summer strawberry is not availble in the chennai markets,worry
i miss justin timberlakes voice i want him to make new album again,enthusiasm
hurray twin girls born on this beautiful may day,love
i found a rideyes liquor here i come,happiness
pool alcohol amp a cute band couldnt ask for more on a saturday night fb,fun
sometimes i could swear i really am insane,surprise
hehe funny the midget thing cheer up alex and wave from below is it that you are in germany right now or in spain d,happiness
happy birthday,love
really enjoying drown in my own tears,happiness
i really wish someone would make a groupchat theme for adium suited for irc ymous has way too low contrast,enthusiasm
my car might have to be totaled,hate
i didddd i met them again,happiness
had a blast babe thanks joe lt i love everyone tylerhappy birthday,happiness
wants to wish all the moms a happy mothers day hope youre all treated like queens,surprise
heading up to the farm dont want to i wanna stay here and talk with my boyfriend stupid mom for making me go up gtlt,sadness
oh gosh how i want the party to be over and done with already,relief
im so tired i dont get how i am i sat on the lawn mower and didnt push the whole damn thing,boredom
off to see my lovely mum then maybe star trek,relief
just came back from the mall,neutral
i am usually more creative on mothers day but lately i have not been feeling creative ok good night uh morning,sadness
i luv urs admitting niley with a kiss but then they change their minds haha amp demisterling not jemi but still cute,love
is bored hehehe i hate ipt,hate
i cant use my blackberry today this sucks,surprise
hey dont write yourself off yet little girl youre in the middle of the ride,worry
it was a great day,happiness
i love these clutches im lusting after one in bright yellow,love
wakey wakey lemon shakeyyyy haha goin schooliooo its raining ugh guess where i wish i can be right nowcalifornia,anger
is downloading new fonts again,anger
wish i was going to prom oh wellgoing to go wish my girls good luck then going to good oll applebees yumm,worry
i wanna see that movie quotkeithquot with jmccartney in it it looks sooo good but none of the video stores here carry it,love
i feel like i have to throw up,boredom
well dnt really knw wot to do stay wit some who doesnt want b wiv me or move home to rents after yr of bein away,worry
ah finally at home in my comfy bed goodnight,relief
thank you for being cabbie this amwasnt pissed and slamming doors this am btw just hauling ass to get bathed before,hate
perkinz idk wat after dat tho maybe sum sex lol,fun
enjoyed country style mince with mash for dinner amp is now drowning it in nussdorfer herrenberg produced amp bottled in germany,neutral
lm tgi fridays on a monday hee hee,fun
happy mothers day to all of the moms out there dont forget to send a card,love
feeling so low and depressed that im not on holiday,worry
oh dont you just love these vodafone series of ads the best picturisation ever,love
we can compare horror stories mate lol,fun
back from xmen origins was surprisingly good,fun
finally got xbox live up and running again stupid router ah well serious gaming time later on,relief
i had so much fun with my bffs and iyla love you,love
